equipment_id,equipment_eq_id,equipment_name,department,wo_id,audit_item,status,due_date,work_performed_by,labor_time,material_cost,downtime_hours,completed_datetime,comments,attachments
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,100,"Replace Vacuum Cups
Clean Vacuum filter and vacuum lines",Closed and Completed,9/18/2022,PU,0.50,0.00,0.00,9/7/2022,Primo Uy - 09/07/22 12:07:34 PM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,2634,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,11/13/2022,PU,0.50,0.00,0.00,11/9/2022,Primo Uy - 11/09/22  7:56:38 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,2636,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,11/13/2022,PU,0.50,0.00,0.00,11/9/2022,Primo Uy - 11/09/22  7:55:46 AM: Done.,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,3186,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,12/9/2022,PU,0.20,0.00,0.00,12/7/2022,Primo Uy - 12/07/22  9:46:43 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,3187,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,12/9/2022,PU,0.20,0.00,0.00,12/7/2022,Primo Uy - 12/07/22  9:47:16 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,3514,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,1/7/2023,PU,0.35,0.00,0.00,1/11/2023,Primo Uy - 01/11/23  9:40:11 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,3513,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,1/7/2023,PU,0.25,0.00,0.00,1/11/2023,Primo Uy - 01/11/23  9:39:43 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,3911,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,2/11/2023,PU,0.50,0.00,0.00,2/9/2023,Primo Uy - 02/10/23  7:14:32 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,3912,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,2/11/2023,PU,1.00,0.00,0.00,2/9/2023,Primo Uy - 02/10/23  7:15:06 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,4305,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,3/10/2023,PU,0.50,0.00,0.00,3/10/2023,Primo Uy - 03/14/23  6:40:51 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,4304,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,3/10/2023,PU,0.50,0.00,0.00,3/10/2023,Primo Uy - 03/14/23  6:40:20 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,2635,Lubricate bearing on vacuum arm shaft,Closed and Completed,4/13/2023,PU,0.20,0.00,0.00,4/13/2023,Primo Uy - 04/13/23  7:56:00 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,2637,"Replace Vacuum Cups
Clean Vacuum filter and vacuum lines",Closed and Completed,4/13/2023,PU,0.20,0.00,0.00,4/13/2023,Primo Uy - 04/13/23  7:56:25 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,4803,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,4/14/2023,PU,0.50,0.00,0.00,4/17/2023,Primo Uy - 04/17/23 12:23:49 PM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,4802,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,4/14/2023,PU,0.50,0.00,0.00,4/17/2023,Primo Uy - 04/17/23 12:23:10 PM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,5351,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,5/17/2023,PU,0.50,0.00,0.00,5/15/2023,Primo Uy - 05/17/23  8:11:04 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,5352,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,5/17/2023,PU,1.00,0.00,0.00,5/15/2023,Primo Uy - 05/17/23  8:11:39 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,5698,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,6/17/2023,PU,0.50,0.00,0.00,6/16/2023,Primo Uy - 06/19/23  7:47:34 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,5697,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,6/17/2023,PU,0.75,0.00,0.00,6/16/2023,Primo Uy - 06/19/23  7:46:44 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,6107,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,7/19/2023,PU,0.50,0.00,0.00,7/18/2023,Primo Uy - 07/19/23  9:03:37 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,6108,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,7/19/2023,PU,1.00,0.00,0.00,7/19/2023,Primo Uy - 07/19/23  9:04:34 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,6522,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,8/19/2023,PU,1.00,0.00,0.00,8/18/2023,Primo Uy - 08/18/23 12:48:45 PM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,6521,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,8/19/2023,PU,0.50,0.00,0.00,8/18/2023,Primo Uy - 08/18/23 12:47:53 PM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,6893,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,9/18/2023,PU,0.50,0.00,0.00,9/18/2023,Primo Uy - 09/20/23  7:37:13 AM: Done.,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,6892,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,9/18/2023,PU,0.50,0.00,0.00,9/19/2023,Primo Uy - 09/20/23  7:35:49 AM: Done. Nothing Loose.,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,5288,"Replace Vacuum Cups
Clean Vacuum filter and vacuum lines",Closed and Completed,10/13/2023,PU,0.50,25.00,0.00,10/5/2023,Primo Uy - 10/16/23 11:18:13 AM: Done.,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,5287,Lubricate bearing on vacuum arm shaft,Closed and Completed,10/13/2023,PU,0.20,0.00,0.00,10/13/2023,Primo Uy - 10/16/23 11:16:27 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,7301,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,10/20/2023,PU,1.00,0.00,0.00,10/20/2023,Primo Uy - 10/24/23  7:13:21 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,7300,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,10/20/2023,PU,0.50,0.00,0.00,10/25/2023,Primo Uy - 10/25/23 12:05:29 PM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,7797,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,11/25/2023,PU,0.50,0.00,0.00,11/22/2023,Primo Uy - 11/27/23 11:42:29 AM: Done | Primo Uy - 11/27/23 11:42:15 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,7777,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,11/24/2023,PU,0.50,0.00,0.00,11/22/2023,Primo Uy - 11/27/23 11:40:29 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,8146,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,12/27/2023,PU,0.50,0.00,0.00,12/22/2023,Primo Uy - 12/22/23 10:59:29 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,8148,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,12/27/2023,PU,0.50,0.00,0.00,12/22/2023,Primo Uy - 12/22/23 11:00:14 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,9447,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,1/22/2024,PU,0.50,0.00,0.00,1/22/2024,,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,9446,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,1/22/2024,PU,0.00,0.00,0.00,1/22/2024,Primo Uy - 01/29/24  7:36:16 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,10136,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,2/29/2024,PU,0.00,0.00,0.00,2/29/2024,Primo Uy - 02/29/24 10:09:49 AM: DONE,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,10134,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,2/29/2024,PU,0.50,0.00,0.00,2/29/2024,Primo Uy - 02/29/24 10:10:32 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,10583,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,3/29/2024,PU,0.50,0.00,0.00,3/29/2024,Primo Uy - 04/03/24  3:12:46 PM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,10582,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,3/29/2024,PU,0.50,0.00,0.00,3/29/2024,Primo Uy - 04/03/24  3:14:33 PM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,7682,Lubricate bearing on vacuum arm shaft,Closed and Completed,4/16/2024,PU,0.20,0.00,0.00,4/16/2024,Primo Uy - 04/17/24  8:05:51 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,7683,"Replace Vacuum Cups
Clean Vacuum filter and vacuum lines",Closed and Completed,4/16/2024,PU,0.50,0.20,0.00,4/16/2024,Primo Uy - 04/17/24  8:06:43 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,10932,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,5/3/2024,PU,0.45,0.00,0.00,5/9/2024,Primo Uy - 05/09/24  7:34:44 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,10930,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,5/3/2024,PU,0.50,0.00,0.00,5/9/2024,Primo Uy - 05/09/24  7:35:13 AM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,11602,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,6/9/2024,PU,0.50,0.00,0.00,6/10/2024,Primo Uy - 06/24/24 12:05:48 PM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,11600,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,6/9/2024,PU,0.00,0.00,0.00,6/10/2024,Primo Uy - 06/24/24 12:05:01 PM: Done,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,12195,"(1) Inspect both vacuum filters (one per arm);
(2) Clean Vacuum System by applying reverse air pressure through     the system.
(3) Check and change filter if needed
(2) Tighten hardware",Closed and Completed,7/24/2024,PU,0.50,0.00,0.00,7/24/2024,,[]
114,EQ ID 114,"Cartoner, 822, Econoseal E-System 2000 #2",Soap Dispenser Assembly,12196,"Inspect all cylinders, flow controller, and its sensors for tightness and proper operation;

Check all safeties and E-stops for proper operation",Closed and Completed,7/24/2024,PU,0.50,0.00,0.00,7/24/2024,Primo Uy - 07/24/24  9:31:06 AM: Done.,[]
